CustomerId,Surname,CreditScore,Geography,Gender,Age
15647782,Brown,729,Germany,Male,36
15716609,L?,484,Germany,Male,54
15623791,Padovesi,632,Spain,Female,40
15627262,Soto,536,Germany,Male,23
15652693,Greco,573,France,Female,26
15586993,Giordano,655,Spain,Female,56
15815560,Bogle,666,Germany,Male,74
15584930,Grimmett,726,Germany,Male,30
15799031,Ayers,523,France,Male,39
15810457,Miller,728,Germany,Female,33
15697879,Webb,701,France,Male,30
15594902,Lombardi,518,France,Male,38
15799710,Wei,739,France,Male,37
15659651,Ross,531,Germany,Female,31
15645956,Jideofor,452,Spain,Male,44
15651713,King,684,France,Male,45
15737265,Nwokeocha,728,Germany,Male,39
15687310,Humphries,783,Spain,Male,39
15607347,Olisaemeka,734,France,Male,22
15698321,Yobanna,648,Germany,Male,34
15657812,Ch'iu,688,France,Male,52
15569187,Fleming,680,Spain,Male,35
15681562,Trevisan,516,France,Female,43
15615456,Aleksandrova,680,France,Female,37
15589793,Onwuamaeze,604,France,Male,53
15781884,Knox,624,Germany,Male,27
15675190,Chia,623,France,Male,21
15600734,Townsend,624,Spain,Male,51
15779176,Dike,565,Germany,Female,58
15605286,Moyes,565,France,Male,55
15674922,Beavers,710,France,Male,54
15737506,Tretiakova,645,France,Male,42
15780514,Fuller,707,France,Male,33
15623647,Dellucci,655,Spain,Female,36
15668472,Ritchie,705,Spain,Female,24
15692416,Aikenhead,358,Spain,Female,52
15771139,Douglas,578,Germany,Male,34
15738318,Kung,800,France,Female,40
15772243,MacDonald,612,France,Female,33
15638463,Okwudilichukwu,681,Germany,Female,48
15598088,Ni,559,Spain,Male,25
15693468,Simmons,488,Spain,Female,39
15671930,H?,717,France,Female,36
15762268,Hancock,666,France,Female,41
15780954,Cran,582,Spain,Male,26
15700174,McKay,733,Spain,Female,30
15635728,P'an,693,France,Male,41
15679283,Parkhill,694,France,Female,33
15591386,Golubova,622,France,Female,35
15694192,Nwankwo,598,Spain,Female,38
15585901,Johnson,717,Spain,Male,35
15792329,Mao,494,Germany,Male,37
15635597,Echezonachukwu,644,France,Male,33
15775880,McElyea,554,France,Female,30
15630913,Rosas,476,Spain,Female,69
15756680,Phillips,667,France,Male,28
15587913,Palerma,748,Spain,Female,40
15737605,Morris,531,Spain,Female,45
15627876,Pavlova,719,Spain,Female,47
15772601,Lu,845,Germany,Female,41
15758606,Yamamoto,738,France,Male,54
15657107,Angelo,563,Spain,Female,46
15622454,Zaitsev,695,Spain,Male,28
15775803,Cawker,841,Spain,Male,41
15570859,Froggatt,626,Germany,Male,36
15748381,Gorbunov,613,France,Female,29
15787189,Tai,824,Germany,Male,60
15666055,Rowe,705,France,Female,49
15617648,Mikkelsen,584,France,Female,44
15755678,Kovalyov,534,France,Male,62
15624781,Mbanefo,672,France,Female,34
15779497,Ts'ai,603,France,Male,43
15567399,Enderby,633,Germany,Male,43
15613656,Lombardi,842,France,Male,58
15734311,Hamilton,661,France,Female,27
15657214,Hsia,601,France,Male,74
15799350,Mao,632,France,Male,41
15729970,Ugochukwu,684,Germany,Male,29
15725835,West,785,Germany,Female,32
15745543,Hughes,687,France,Male,39
15727384,Chukwuemeka,705,Germany,Female,43
15666916,Lira,639,France,Male,43
15732917,Li,729,Germany,Male,46
15612050,Castiglione,556,Spain,Female,48
15726267,Paterson,570,France,Male,32
15780124,Blair,841,France,Male,74
15742238,Dellucci,705,Germany,Male,35
15679024,Udinesi,553,France,Male,32
15715297,Yuan,779,Germany,Female,40
15633612,Yuryeva,696,France,Male,28
15602929,Wilson,728,Spain,Female,37
15696703,Dean,691,Germany,Male,27
15756668,Ross,706,France,Male,30
15565779,Kent,627,Germany,Female,30
15795519,Vasiliev,716,Germany,Female,18
15761477,Golibe,501,Germany,Male,24
15731890,Chukwukere,601,France,Male,41
15633043,Fedorova,545,Spain,Female,39
15752953,Chien,634,France,Male,45
15603088,Rossi,451,Spain,Female,23
15606613,Samson,655,France,Female,59
15635939,Fenton,458,France,Female,39
15666043,Mackey,520,France,Male,33
15746190,Payton,624,Spain,Female,28
15591357,Cowger,765,France,Male,51
15658716,Banks,667,Germany,Female,37
15679909,Pugliesi,665,Spain,Male,41
15634262,Fantin,709,Germany,Male,34
15799825,Bentley,583,France,Female,44
15756875,Freeman,782,Spain,Male,34
15678146,Wong,668,Spain,Female,24
15710743,Onwuamaeze,621,France,Male,47
15595831,Shen,579,Germany,Female,64
15626684,Huang,547,France,Female,38
15709846,Yeh,840,France,Female,39
15635459,Shih,667,Germany,Female,27
15642544,Henderson,723,France,Male,34
15566494,Fang,487,France,Male,45
15655238,Dellucci,668,France,Female,31
15733429,Chou,520,Germany,Male,34
15814536,Conti,549,France,Male,37
15771702,Roberts,567,France,Female,35
15723008,Lo Duca,720,France,Female,45
15797160,Glover,492,France,Female,49
15792222,Johnstone,712,France,Female,37
15644765,Ashton,689,Germany,Male,26
15610686,Melton,850,France,Male,63
15730868,Marshall,747,France,Male,41
15705991,Kenenna,469,Germany,Male,38
15577078,Zakharov,539,Spain,Male,38
15679550,Chukwualuka,743,France,Male,32
15787655,Chu,707,France,Male,47
15668081,Capon,581,Spain,Female,50
15747980,Cattaneo,737,Spain,Male,38
15710295,Patrick,445,Germany,Female,38
15724443,Taylor,703,Germany,Female,29
15571305,Stephenson,588,Germany,Female,35
15569503,Yeh,765,France,Male,44
15581840,DeRose,626,France,Male,33
15772262,Vavilov,545,Germany,Male,37
15767794,Browne,744,France,Male,31
15629338,Collingridge de Tourcey,658,Spain,Female,31
15790379,Rowe,629,Germany,Male,28
15750684,Jibunoh,719,France,Female,42
15697214,Korovin,686,Spain,Female,36
15711015,Hammonds,743,France,Male,36
15573309,Ward,626,Spain,Female,48
15805303,Olisanugo,661,Germany,Male,44
15741385,Gallop,710,Germany,Male,45
15780254,Gartrell,654,France,Male,40
15744843,K'ung,569,Spain,Female,34
15815626,Oluchi,640,France,Male,63
15784736,Jamieson,562,France,Male,45
15813412,Barlow,721,France,Female,55
15809143,White,456,Germany,Male,32
15617617,Stewart,811,Spain,Male,39
15779738,Buccho,534,France,Male,24
15668669,Benson,423,France,Female,36
15687477,Thompson,594,Germany,Male,28
15578908,Todd,725,Spain,Female,32
15687658,Burgin,716,France,Female,52
15615020,Nnaife,595,Germany,Female,41
15608886,Okwudiliolisa,679,France,Female,33
15602551,Johnson,667,Spain,Male,39
15672945,Parkes,661,France,Female,37
15757408,Lo,655,Spain,Male,38
15806132,Martin,555,France,Male,55
15813022,Kapustina,531,Spain,Male,70
15673578,Page,611,Germany,Female,40
15757916,Amaechi,600,France,Female,38
15689168,Munro,531,Spain,Male,37
15769216,Panicucci,601,France,Female,43
15593295,Greathouse,548,France,Male,57
15804814,Ts'ui,759,France,Male,40
15778934,Napolitani,678,Spain,Female,49
15802351,Beers,755,Germany,Female,33
15630241,Tretyakova,594,France,Male,61
15719561,Lin,768,France,Male,42
15615096,Costa,492,France,Female,31
15659931,Ibezimako,637,Germany,Female,55
15714586,Marcelo,646,Spain,Female,42
15634949,Hay,593,Germany,Male,74
15589224,Moore,596,Spain,Male,41
15795990,Lumholtz,722,Germany,Female,48
15603216,Simpson,642,France,Male,25
15631201,Hill,472,Spain,Female,28
15686255,Mouzon,738,Germany,Male,35
15746594,Wu,732,Spain,Male,33
15718893,Pirozzi,404,Germany,Female,54
15671609,Ibeabuchi,701,France,Male,44
15652540,Garnsey,683,France,Male,31
15774857,Synnot,460,France,Female,27
15791836,Wildman,690,France,Male,29
15651554,Anenechukwu,618,Germany,Female,54
15583576,Tai,671,France,Male,30
15732740,Plant,765,Spain,Female,32
15723320,Azubuike,651,Germany,Female,25
15603851,Galkin,704,France,Male,32
15777923,Johnston,544,France,Female,45
15735719,Babbage,790,France,Female,40
15703482,Walker,710,Germany,Male,34
15605835,Rice,743,France,Male,37
15664881,Norton,702,France,Male,34
15757568,Bogolyubov,704,France,Female,45
15792660,Gibbons,614,France,Male,38
15599722,Chia,609,Spain,Female,43
15726354,Smith,688,France,Female,32
15610355,Hunter,713,France,Male,44
15704284,Ekechukwu,736,Germany,Male,57
15621893,Bellucci,727,France,Male,18
15588219,Ford,850,France,Female,38
15688619,Scott,718,Spain,Male,45
15765518,Gregson,643,France,Female,51
15616931,Moore,653,France,Male,41
15758372,Wallace,674,France,Male,18
15782591,Cook,690,France,Male,35
15612109,Speth,819,France,Male,38
15613712,Boag,634,Spain,Male,34
15639322,Grave,633,Spain,Male,33
15594349,Streeten,850,France,Male,49
15574167,Fox,665,France,Male,33
15811842,Artemyeva,630,Spain,Male,26
15648794,Giordano,836,Spain,Male,57
15771211,Perkins,668,France,Male,38
15588614,Walton,753,France,Male,57
15630698,Hay,745,France,Female,55
15694200,Gardner,693,France,Male,36
15721426,Milne,606,Germany,Male,65
15725997,She,660,France,Female,35
15762138,Hu,608,France,Male,42
15750649,Uwakwe,744,France,Female,44
15685706,Bird,731,France,Female,40
15641835,Anderson,683,France,Male,72
15586821,Bellew,727,France,Male,28
15569678,Cocci,561,Germany,Male,32
15793842,Krichauff,700,France,Female,34
15667554,Cameron,605,France,Male,35
15794479,Becker,767,Spain,Male,77
15585041,Ainsworth,511,France,Male,33
15780650,Biryukov,667,France,Male,40
15780846,Redding,787,France,Male,33
15805260,Wood,705,Germany,Female,56
15621629,Scott,773,Germany,Male,43
15662151,Gould,554,France,Male,40
15747174,Hao,526,Germany,Male,58
15651585,Power,661,Germany,Male,35
15649738,White,698,France,Female,46
15633108,Thorpe,646,France,Male,26
15769254,Tuan,757,Germany,Female,34
15704746,Inman,699,Spain,Male,35
15637644,Hanson,667,France,Female,24
15609562,MacDonald,774,Spain,Female,43
15787459,Parkes,745,Spain,Male,40
15762902,Stanley,649,France,Female,42
15738605,Fischer,634,Germany,Female,46
15724889,Chinweuba,665,Spain,Male,38
15730735,Henning,713,France,Male,38
15689147,Ogochukwu,652,France,Female,40
15730397,Narelle,739,Spain,Male,40
15762169,Bergman,556,Germany,Male,37
15589320,Sagese,699,Spain,Male,34
15799211,Anenechi,708,Spain,Female,32
15798310,Palerma,480,France,Male,35
15609998,Okwudilichukwu,700,Germany,Female,59
15583548,Harrison,525,Spain,Female,47
15761763,Jamieson,845,France,Male,33
15764409,Goodman,613,France,Male,37
15710161,Ko,850,France,Female,34
15735246,Norman,798,Spain,Female,58
15791700,Ugochukwutubelum,773,Germany,Male,47
15670753,Uvarova,614,Spain,Male,35
15573876,Chia,473,Spain,Male,48
15770174,Piazza,762,France,Male,29
15641114,Power,701,France,Male,37
15682435,P'eng,600,France,Male,35
15751788,Johnson,850,Spain,Male,28
15672598,Walker,613,Spain,Male,30
15762803,Innes,509,France,Male,31
15812982,Francis,509,Spain,Male,38
15597901,Chidozie,609,France,Male,34
15731507,Mackenzie,456,France,Female,33
15809826,Craigie,728,France,Female,46
15764237,Manfrin,663,Spain,Male,33
15769917,Onyekachi,673,Germany,Female,34
15641850,Pethard,717,France,Male,40
15770974,Nwabugwu,741,Germany,Female,37
15803749,DeRose,498,Germany,Female,41
15684999,Ch'eng,850,France,Female,26
15770225,Padovesi,493,France,Male,36
15627484,Obielumani,686,France,Female,47
15610337,Stephens,666,Spain,Male,35
15752488,Emery,733,Spain,Female,31
15610056,Dufresne,631,Germany,Female,34
15806049,Lee,714,Germany,Female,49
15736069,Hsing,767,Germany,Female,35
15763662,Longo,711,Germany,Male,43
15615575,Vial,722,France,Male,34
15691723,Chukwudi,631,Spain,Male,55
15774098,Grant,701,Germany,Male,38
15750808,Ma,790,Spain,Male,46
15744368,Sun,633,Spain,Male,58
15610594,Moss,644,France,Female,37
15756125,Booth,757,Spain,Male,44
15623277,Ross,696,France,Female,30
15795954,Ndukaku,746,France,Male,35
15671969,Pruneda,649,Spain,Male,36
15791268,Neumann,565,Spain,Male,38
15713655,Calabrese,720,France,Female,38
15633930,Yobachukwu,648,Spain,Female,56
15712849,Tung,632,Germany,Male,41
15639077,Marchesi,622,France,Female,30
15808784,Hess,835,France,Male,28
15648577,Pickering,493,France,Female,31
15670345,Mazzi,785,Germany,Female,33
15633112,Madukaego,681,Germany,Male,42
15714397,Trentino,621,Germany,Female,30
15780038,Paterson,756,Spain,Male,38
15756305,Marchesi,515,France,Female,66
15578799,Anayolisa,625,France,Female,58
15800326,Poole,717,Spain,Female,39
15785485,Zhou,595,Germany,Female,41
15783958,Bates,539,Spain,Female,37
15727546,Olejuru,762,France,Male,35
15739576,Bustard,706,Spain,Male,20
15631333,Wade,677,Spain,Female,25
15604782,Tan,733,Germany,Female,33
15589643,Ngozichukwuka,684,Spain,Female,41
15585533,Calabrese,679,France,Male,36
15681506,Lane,478,Spain,Male,43
15630551,Forbes,696,France,Male,33
15698349,Davy,686,Spain,Female,35
15776631,Ma,466,France,Female,36
15762216,Barrera,686,France,Female,41
15623927,Alexander,576,France,Male,55
15681402,Ngozichukwuka,763,Germany,Female,61
15586264,Murray,572,France,Male,43
15594685,Hall,757,France,Female,49
15812945,Padovesi,582,France,Female,29
15734628,Lysaght,623,France,Female,35
15629323,Kelechi,617,Germany,Female,37
15666823,Nebechi,425,France,Male,39
15777553,Hanson,659,France,Female,56
15613097,Kao,605,France,Female,33
15622217,Tu,538,France,Female,38
15703588,Palerma,665,Germany,Male,25
15570835,Fallaci,491,Germany,Female,57
15679299,Shen,726,Spain,Female,27
15808044,Ts'ui,580,France,Female,65
15579208,Chikezie,550,France,Female,48
15684951,He,542,France,Female,59
15667620,Dreyer,732,France,Female,43
15582960,Short,473,France,Female,33
15590730,Hunt,745,Spain,Male,34
15763747,Ricci,732,France,Male,36
15778320,Teng,848,Germany,Female,40
15642787,Ijendu,572,France,Male,37
15624633,Kibby,702,France,Male,45
15766765,Obiuto,664,Germany,Male,39
15783615,Ramos,630,Germany,Male,50
15640161,Calabrese,618,Germany,Male,44
15619889,Vasin,556,France,Male,26
15579166,Munro,619,France,Female,30
15789097,Keeley,644,France,Male,48
15674880,Archer,658,Spain,Male,50
15778157,Murray,598,Spain,Male,27
15779064,Chidiegwu,677,France,Male,27
15801265,Tang,689,Spain,Female,45
15589204,Farrar,591,France,Male,33
15664543,Shaw,699,France,Male,40
15582714,Napolitani,749,Germany,Male,47
15797595,Greenhalgh,709,France,Female,40
15614034,Martin,607,Germany,Male,61
15763171,Hu,650,Germany,Female,25
15647266,Y?an,651,Spain,Female,45
15757577,Odili,676,France,Female,61
15736656,H?,723,France,Female,49
15635078,Chiemela,714,Spain,Male,45
15680141,Yuan,759,Spain,Female,35
15576945,Clements,582,France,Male,29
15602034,Kolesnikov,697,France,Female,34
15732020,Rutherford,610,Germany,Male,57
15611029,Hsiung,488,Germany,Female,33
15621210,Angelo,599,Germany,Male,46
15569222,Mendes,781,France,Male,32
15664639,McGregor,645,France,Male,19
15724223,Bronner,545,France,Female,55
15644621,Mironova,597,Germany,Female,40
15756056,Ku,561,Spain,Female,28
15700353,Evans,662,France,Female,37
15624388,Henderson,649,Germany,Female,50
15627212,Smith,630,France,Female,36
15648005,Russell,672,Spain,Male,33
15681446,Sun,636,Germany,Female,37
15775888,McDonald,593,Germany,Female,38
15749019,Wong,545,Germany,Male,45
15709928,Niu,567,Spain,Female,41
15784676,Fanucci,583,France,Male,51
15748116,Zetticci,681,France,Female,29
15612193,Hsia,762,Spain,Male,29
15762984,McIntosh,648,Spain,Male,35
15613713,Kozlova,644,France,Male,30
15664204,Meany,706,Spain,Male,29
15639415,Thompson,850,France,Male,35
15806332,Le Gallienne,484,Spain,Female,39
15614929,Cheng,508,Germany,Male,28
15695492,P'eng,439,France,Female,29
15635972,Lloyd,484,Spain,Male,36
15616380,Wheeler,803,Spain,Female,37
15581440,Christie,724,Germany,Female,48
15654390,He,640,France,Male,33
15660688,King,701,Spain,Female,35
15806307,Favors,537,France,Male,37
15647975,Vida,651,Germany,Male,26
15595728,Thomas,523,Germany,Male,41
15735388,Wayn,717,France,Female,25
15788535,Tan,593,Spain,Male,44
15765902,Gibson,706,Germany,Male,38
15642345,Y?,714,Germany,Female,49
15641250,Calabresi,794,Spain,Male,38
15706163,Enyinnaya,518,Germany,Male,46
15746708,Ritchie,589,Germany,Male,55
15775203,Chia,824,France,Male,45
15787907,Wang,719,Germany,Female,42
15646764,Lorenzo,617,Germany,Female,58
15678284,Pai,651,France,Male,35
15726791,Nuttall,637,Spain,Female,45
15813144,Osborne,554,France,Female,26
15669342,Ferri,731,Germany,Male,35
15710366,Hamilton,569,Spain,Female,42
15614934,McEwan,625,Germany,Female,37
15588701,Lai,592,France,Female,38
15665438,Hs?,669,France,Male,43
15644896,Thompson,663,Germany,Male,32
15670205,Boyd,518,Germany,Female,41
15635776,Trevisani,686,Germany,Female,43
15791053,Lucciano,709,Germany,Male,45
15644005,Holman,571,France,Female,33
15796343,Bazhenov,707,France,Female,31
15751057,Douglas,701,Germany,Male,32
15623430,Hill,672,France,Male,34
15682600,Lo,620,Germany,Male,39
15769312,Forbes,557,Spain,Male,48
15708212,Lin,648,Spain,Female,54
15650258,Sinclair,479,France,Female,35
15604345,Kemp,730,France,Female,22
15578297,Ebelegbulam,737,Germany,Female,43
15671789,Woods,616,France,Male,31
15726186,Genovese,639,Spain,Male,29
15764618,Tseng,815,Spain,Female,39
15730738,Chiang,786,Spain,Male,31
15637650,Williams,549,France,Male,50
15606267,Wilson,622,France,Female,38
15625904,Wang,624,France,Male,26
15654463,Moore,841,France,Male,34
15774151,Iadanza,614,Spain,Female,41
15693259,Wallace,676,France,Male,30
15642468,Clark,697,France,Male,42
15758531,Y?,732,France,Female,40
15728352,Yermakov,623,France,Male,27
15637240,Wei,541,France,Male,46
15595588,Chukwunonso,773,Spain,Female,39
15778395,McIntyre,762,Germany,Male,34
15711825,Ts'ai,655,Spain,Female,35
15599251,Chung,602,Germany,Male,32
15570004,Tsou,850,France,Male,31
15656912,Aitken,649,Spain,Male,51
15657342,Dawson,850,Germany,Male,28
15716284,Ward,543,France,Male,43
15672374,Pai,672,France,Male,52
15732476,Ifeanyichukwu,600,France,Female,27
15747724,Briggs,671,Spain,Female,34
15633877,Morrison,706,Spain,Female,42
15672516,Wall,541,Germany,Male,51
15607827,Nebechukwu,711,Germany,Male,34
15751336,Yao,630,Spain,Male,30
15646539,Liao,531,France,Male,31
15756901,Ch'ang,641,France,Female,26
15809286,Burke,631,Germany,Male,37
15759021,Kay,685,France,Male,35
15725039,McIntyre,702,Spain,Male,32
15579130,Chidiegwu,708,Germany,Female,43
15754112,Musgrove,653,Spain,Male,55
15735522,Boulger,654,Germany,Male,37
15613326,Gow,596,France,Female,33
15739502,Amaechi,549,Germany,Female,31
15670914,Robe,754,France,Male,38
15604073,Bibi,815,Germany,Female,25
15806027,Niu,556,France,Female,52
15574886,Palerma,706,France,Male,32
15707120,Cocci,850,France,Male,46
15800845,Artemieva,732,Spain,Female,33
15603914,Arcuri,614,France,Male,40
15722765,Owen,580,Spain,Female,57
15783305,Franklin,593,France,Female,46
15574842,Lorenzo,653,Germany,Female,25
15607837,Muriel,746,France,Female,29
15714877,MacDevitt,662,France,Female,29
15782941,Chijindum,573,France,Male,31
15630167,Gibson,684,Spain,Female,39
15759038,Whitehead,793,France,Female,41
15661821,Johnstone,798,Germany,Female,49
15728006,Endrizzi,524,France,Male,40
15712176,Burke,816,France,Male,31
15689351,Johnson,742,Germany,Female,41
15782247,Yeh,540,France,Male,22
15769064,Marshall,537,Germany,Male,39
15718153,Kao,759,Spain,Female,74
15613189,Browne,774,France,Female,52
15661734,Taylor,608,Germany,Male,42
15592645,Gibbons,704,Spain,Male,37
15768387,Nott,581,France,Male,41
15792525,Lei,628,Germany,Female,61
15586976,Alexeeva,566,France,Female,42
15790659,Sheets,701,Spain,Male,59
15691446,Tokaryev,735,Spain,Male,29
15772632,Ts'ui,680,France,Female,34
15706587,Johnston,560,France,Male,57
15572461,Kung,663,Germany,Female,29
15654409,Unwin,665,France,Female,34
15568025,Hsueh,758,France,Male,51
15715769,Hao,621,France,Male,26
15667458,L?,764,Germany,Male,28
15567980,Frater,537,Germany,Female,46
15679294,Brennan,589,France,Female,46
15606507,Pisani,555,France,Male,24
15578825,Golubev,734,France,Female,29
15619935,Vanmeter,783,Spain,Female,59
15636089,Hs?,678,Germany,Female,51
15727490,Scott,661,France,Male,47
15591766,Crawford,607,Spain,Female,25
15641629,P'eng,537,Spain,Female,38
15813303,Rearick,513,Spain,Male,88
15756920,Genovesi,576,France,Male,63
15726403,Glenny,660,Germany,Male,41
15592765,Marks,637,France,Male,40
15704442,Fleming,672,France,Female,53
15641136,Davison,629,France,Male,32
15725818,Chibuzo,583,Germany,Male,40
15612071,Wilson,763,Spain,Female,32
15719809,Endrizzi,516,Germany,Male,32
15716518,Yuryeva,617,France,Female,27
15742210,Ugochukwu,700,France,Male,38
15630617,Lo Duca,727,Germany,Male,36
15720838,Gallo,689,Spain,Female,31
15595537,Trout,626,Germany,Male,49
15623196,Morley,686,France,Male,38
15679249,Chou,351,Germany,Female,57
15693199,Shao,739,France,Female,37
15661219,Trentino,627,France,Male,32
15617136,Mazzanti,451,Germany,Female,38
15760294,Endrizzi,512,France,Female,41
15652808,Monaldo,774,France,Female,41
15657139,Otutodilinna,652,France,Female,40
15803790,Allen,638,Germany,Male,37
15764105,Milne,475,France,Female,57
15672610,,567,Spain,Male,40
15766896,Chieloka,750,France,Male,37
15587735,Chukwuebuka,850,France,Male,39
15659501,Chioke,753,France,Female,38
15745001,Kovalev,683,Spain,Female,36
15651140,Doherty,710,France,Female,32
15571148,Baranov,645,Spain,Female,21
15776824,Rossi,714,France,Male,28
15633141,Robinson,696,Germany,Female,35
15764174,Bidencope,612,Spain,Female,26
15778155,T'ien,520,Germany,Female,31
15715920,De Bernales,782,Spain,Male,23
15671917,Wade,666,France,Male,46
15666548,Chung,466,Germany,Female,56
15625623,Stevenson,567,France,Female,45
15748123,Chienezie,613,France,Male,20
15648735,Cashin,718,France,Male,37
15634974,Seppelt,614,France,Female,37
15713378,Brownless,711,France,Male,38
15753370,McDonald,691,Germany,Female,38
15782659,Mamelu,527,France,Male,32
15583364,McGregor,476,France,Female,32
15625942,McDonald,619,Spain,Female,45
15720284,Crawford,607,Germany,Female,37
15679642,Feng,695,Spain,Male,44
15628007,Genovese,653,France,Male,33
15661974,Pirozzi,677,France,Male,46
15689341,Gibbs,655,France,Female,50
15607993,Milne,625,France,Female,52
15693267,Dickson,679,Germany,Female,34
15769522,O'Connor,734,France,Male,51
15755825,McGuirk,666,France,Male,39
15598175,Toscani,592,Germany,Female,26
15744327,Ruth,564,France,Male,40
15798666,Hughes,814,France,Female,36
15577064,Onyekaozulu,592,Germany,Male,36
15759436,Aksenov,758,France,Female,50
15690231,K'ung,612,Spain,Female,62
15751561,Meng,498,Germany,Male,61
15739068,Nwoye,638,Germany,Male,25
15758056,Calabresi,558,France,Male,35
15742269,Milano,756,France,Female,24
15726490,Kirby,782,Spain,Male,52
15738411,Ho,505,France,Male,34
15727919,Chukwuemeka,671,Spain,Female,29
15709396,Hale,801,France,Male,42
15654106,K?,604,France,Male,26
15621653,Rice,716,France,Female,29
15598086,Brown,624,France,Female,45
15752300,Sagese,607,Germany,Male,47
15658693,Aksyonova,827,France,Female,60
15631838,Findlay,606,France,Male,61
15803804,Walker,717,Germany,Female,35
15578809,Hao,651,Germany,Male,40
15752026,Hammer,691,France,Male,58
15723706,Abbott,573,France,Female,33
15752838,Lucas,723,Spain,Male,38
15569571,Davydova,584,Germany,Female,46
15769703,West,550,Germany,Female,45
15679770,Smith,611,France,Female,61
15791102,Mai,549,Germany,Male,41
15655192,Fiorentino,850,Spain,Female,24
15709487,Freeman,668,Germany,Male,34
15687130,Nkemjika,686,France,Female,43
15755178,Ramos,660,France,Male,50
15634772,Mario,682,Spain,Female,59
15617197,Chien,524,France,Male,50
15631240,Dubinina,645,France,Female,36
15784301,Wang,850,France,Male,42
15631310,Hsieh,537,France,Female,53
15756560,Moran,599,Spain,Female,46
15732270,Hung,727,Spain,Male,71
15739357,Moss,756,Spain,Male,30
15771540,Fedorova,755,France,Male,38
15567486,Li,634,Spain,Female,41
15714634,Nebechi,837,France,Male,26
15727021,Obialo,727,Germany,Female,30
15650670,Bateson,567,Germany,Female,40
15711834,Long,650,Spain,Female,30
15729763,Nelson,655,Spain,Male,34
15646566,Bell,763,France,Female,58
15645463,Udinese,843,France,Female,27
15672144,Mao,667,France,Female,38
15596088,Fanucci,705,France,Female,50
15614878,Yeh,660,Germany,Female,29
15635240,Onuoha,553,France,Male,42
15775905,Moore,612,Germany,Female,47
15700657,Thornton,641,Germany,Female,40
15611905,Warlow-Davies,513,Spain,Female,31
15652527,Champion,680,France,Male,44
15785865,Mazzanti,711,France,Male,58
15645942,Macleod,689,Spain,Male,40
15688691,Lei,665,Germany,Female,51
15592736,Lucchese,551,Germany,Male,54
15673529,Lombardo,645,Spain,Male,36
15724145,William,616,Germany,Male,29
15704629,Wright,582,France,Female,32
15597896,Ozoemena,365,Germany,Male,30
15731790,Boyle,697,Germany,Female,38
15634719,Chinwendu,704,France,Male,31
15703205,Uwaezuoke,656,France,Female,46
15567333,Archambault,712,France,Female,31
15754537,Ko,748,France,Male,40
15612030,Udegbulam,724,France,Male,28
15573242,Greene,691,France,Male,50
15601892,Hunter,563,France,Male,33
15663885,Blinova,741,France,Male,32
15701096,De Garis,778,France,Male,44
15710450,Okwudiliolisa,848,Spain,Male,22
15790846,Ts'ai,634,Germany,Male,38
15658956,Tuan,505,Germany,Male,40
15755223,Tseng,692,Germany,Male,53
15787318,Holmwood,537,Germany,Female,47
15737310,Thompson,633,France,Male,29
15763665,Y?,833,France,Female,28
15668818,Chidubem,592,Spain,Female,40
15765812,Trevisani,587,Spain,Male,48
15704844,Hsiung,550,Spain,Male,62
15744582,Randall,680,France,Female,24
15616700,Leach,622,Spain,Female,41
15683521,Godfrey,594,Germany,Male,28
15583049,Wallace,643,Germany,Female,34
15643752,Wei,540,France,Male,25
15620398,Mitchell,635,Spain,Female,34
15715707,Light,657,France,Male,32
15814209,Capon,814,France,Male,31
15733768,Hou,600,France,Male,32
15755242,Rowe,682,France,Female,46
15729412,Holloway,682,France,Male,38
15746564,O'Sullivan,566,France,Male,42
15588446,Udinesi,550,Spain,Male,34
15665221,Nwebube,630,France,Male,26
15640846,Chibueze,546,Germany,Female,58
15700209,Walker,486,France,Male,63
15658360,Gregory,762,Spain,Male,35
15602735,Kuo,692,Germany,Male,45
15724834,Wilson,498,France,Female,30
15800062,Lanford,850,Spain,Male,49
15685300,Meng,603,France,Male,35
15760102,Yeh,551,France,Female,36
15787026,Onwuatuegwu,627,Germany,Male,27
15653696,Goliwe,515,France,Female,28
15788946,Anthony,605,Spain,Female,29
15600724,Scott,567,Germany,Male,29
15574324,Genovese,568,Germany,Female,29
15707144,Onyeorulu,571,Germany,Male,25
15775891,Myers,634,Germany,Male,48
15711789,Davey,768,Spain,Female,42
15600879,Parsons,554,Germany,Female,36
15681196,Chikere,629,France,Male,35
15716000,Hs?eh,638,Spain,Male,48
15766776,Sal,576,France,Male,41
15680278,Ts'ai,661,Spain,Female,42
15688637,Witt,592,France,Female,27
15591179,Skelton,702,Spain,Male,30
15677435,Kazantseva,647,France,Female,29
15698619,Bowhay,593,France,Male,43
15581036,Beyer,712,Germany,Female,40
15622117,Fries,625,Spain,Female,31
15599301,Tao,538,Germany,Female,28
15581548,Kaodilinakachukwu,637,Spain,Female,22
15586870,Ni,632,France,Male,27
15735263,Hsueh,736,France,Male,27
15765322,Connely,755,France,Male,23
15582944,Becker,425,Spain,Female,39
15687162,Clayton,461,France,Male,51
15644962,Connolly,745,France,Male,21
15612615,Graham,616,France,Female,37
15813439,Ch'ien,587,France,Male,33
15604544,Manfrin,850,Germany,Male,40
15761348,Kuo,601,France,Female,38
